label,humanLabel,text,score
NEUTRAL,0,粛清ロリ神レクイエムが迫ってきてる…,0.5835
POSITIVE,0,アイドルをしましたですよろしくお願いいたします,0.9223
NEUTRAL,0,アイドル❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,0.8501
NEUTRAL,0,アイドル,0.8733
POSITIVE,1,ついにランキング1位を降りてしまった神曲,0.905
NEUTRAL,0,もう1人の色違いのアイはルビーだった,0.9093
NEUTRAL,1,出たばっかの勇者の再生数をもう抜いとるとかバケモンやんw,0.7646
POSITIVE,0,半年経つまでに3.4億再生突破できそう,0.9415
POSITIVE,1,再生回数すごいおめでとうございます😊,0.9854
POSITIVE,1,333333333回再生おめでとうございます,0.9582
POSITIVE,0,今年の紅白で歌ってくれると思う人!,0.9637
NEGATIVE,1,ここ数年のアニメの中で一番ストーリー面白い予測できない展開ばっかり,0.5168
POSITIVE,1,めっちゃ気に入った,0.9865
NEGATIVE,1,この曲はとても楽しいですがアニメはかなり悲しいです,0.9653
POSITIVE,0,推しの子来た❗,0.7251
POSITIVE,0,アニソンずっと1位,0.6573
NEGATIVE,1,コカイン並みの中毒性エイズ並みの浸透力・・・ほんま恐ろしいもん作ったなぁyoasobiは,0.6026
NEUTRAL,0,アイな気がしてきた,0.8552
NEGATIVE,0,このうさぎ🐰ちょっと怖いw,0.9565
POSITIVE,1,3.3億回のゾロ目おめでとう🎊,0.9734
NEUTRAL,0,334百万回……,0.7312
POSITIVE,0,今年の紅白これ歌いそう,0.9559
NEGATIVE,1,初めて聞いた時の衝撃ハンパなかった,0.871
NEUTRAL,1,半年も経たずに3.4億回再生突破でエグくないかこの曲,0.5285
NEUTRAL,0,0:09ネタバレだけどここの右側が最新話のアイの格好したルビーに見える,0.9279
NEUTRAL,0,違う意味のドルヲタになりつつある,0.8673
POSITIVE,1,ルビーの顔面や全てが推し,0.8643
NEGATIVE,0,ペース落ちてきたかな?,0.9163
POSITIVE,0,これめっちゃTikTokで流れるんだよな,0.705
POSITIVE,1,かわいい,0.9801
NEUTRAL,0,岡村さんには勇気ある撤退せずに歌ってほしい😂,0.5223
NEGATIVE,0,黒アイがアイなのか怪しくなってきた,0.7009
POSITIVE,1,歌はとても美しいです😊😊😊,0.9882
NEUTRAL,1,日本のアーティストはYOASOBIと米津玄師の2強最近はYOASOBI優勢だし,0.7842
POSITIVE,0,本日の再生数は906347回です先週の今日が914101回なので先週比は99.2%🎉先週からほとんど落とさず推移しましたちなみに1日あたりの再生数はすでに勇者を上回っています今日の勇者の再生数は776150回,0.6171
NEUTRAL,1,何も食べてないそれは内緒とか弱いとこは見せちゃだめだめとかそういう部分がアイドルで好きなとこです,0.626
POSITIVE,0,無敵の笑顔荒らすメディア知りたいその秘密ミステリアス,0.7832
POSITIVE,1,アニメ観てからもう1回MV見ると胸熱くなる🥺,0.746
NEUTRAL,1,勇者が出ても再生数衰えないアイドル,0.5186
POSITIVE,1,今年を象徴するアーティスト,0.7041
NEUTRAL,1,この曲作った人天才だと思う人ー,0.5189
POSITIVE,0,アイドルのMV直ぐ下にいる強烈なやつ粛聖!!ロリ神レクイエム☆これも別の意味でアイドルに匹敵するわ3週間で2000万再生って凄いよね,0.9544
POSITIVE,0,勇者聴き飽きたからこれを聴くこれからミスターを聴きに行く,0.9118
POSITIVE,1,かっこいい,0.9933
POSITIVE,1,この曲が本当に大好きですありがとうyoasobi (私は日本語があまり得意ではありません),0.9888
NEUTRAL,0,歌詞,0.9013
NEGATIVE,-1,なにこれ,0.617
POSITIVE,1,めっちゃ再生数多いじゃん,0.8263
POSITIVE,1,発表からたった5ヶ月で夜に駆けると怪物を抑えてYOASOBIトップの再生数か...やばいな,0.881
POSITIVE,1,天才的なYOASOBI様!,0.6606
POSITIVE,1,大ヒットした後に出す新曲と言うのは不安とよく言われているけどYOASOBIはとんでもない作品を作ってしまったからプレッシャー半端ないだろな必ず比較されるからねこの曲を超えなければいけないのか・・・とでも怪物超えるのは無理だろうと思っていたが越えたよねだから作れるだろう,0.9088
POSITIVE,0,2期の曲もこれぐらい再生されてほしいです!,0.9762
POSITIVE,1,全然飽きなくていつになっても聞けますねこの曲聞いたら落ち着きますねサッカーをやっているので元気がもらえます❤,0.9882
POSITIVE,1,神曲最高‼︎,0.993
POSITIVE,1,やっぱり他の曲の中で一番素晴らしい歌だなぁ,0.9853
NEGATIVE,0,あいどるがばれー,0.9678
POSITIVE,1,好きだなぁ✨,0.9751
NEUTRAL,0,週末はなく時間は同じです,0.9164
POSITIVE,1,だいすき❤,0.9883
NEUTRAL,1,やぱこの時間帯伸びるな世界→アジア圏が強いんだろう,0.9348
NEGATIVE,0,30回目見たらのと死んだようわぁぁぁぁぁぁぁぁぁん,0.9713
NEUTRAL,0,こんな化け物曲のあとに誰が2期のオープニング制作するねん,0.7747
NEUTRAL,0,いぃけてゃつぉんg,0.611
NEGATIVE,0,333333333回再生の写真撮れなかった333333553になった😢,0.8851
NEUTRAL,1,ブラボー🎉ブラボー🎉ブラボー❤❤,0.736
POSITIVE,1,神曲,0.9224
POSITIVE,0,YOASOBIの曲ってどれも売れてるよね,0.7801
NEUTRAL,0,黒アイはルビーだったりするのかな瞳の色とか…,0.8894
NEUTRAL,0,しきなた,0.8637
POSITIVE,1,やっぱサビが一番やなー,0.91
POSITIVE,1,最近のコメント多くて凄いな,0.9885
NEGATIVE,-1,多くの人を虜にYOASOBIを忙しくし楽曲制作を遅らせた許せない曲,0.9921
POSITIVE,0,もーしわけないけどやっぱりフリーレンとは違って唯一無二,0.8886
POSITIVE,1,今年圧倒的No1の大ヒット楽曲レコード大賞忖度とかないならこの曲しかありえないそれくらい素晴らしい楽曲認知度もメロディーも歌詞も音楽性も,0.9213
NEUTRAL,0,今日もアイドルやな,0.7068
NEUTRAL,0,サーバー停止してないか大丈夫か,0.6755
NEGATIVE,0,"333,333,333回を見逃したくない",0.9518
NEUTRAL,0,アニメ見てからMV見ると泣ける…,0.4732
NEUTRAL,0,れや,0.7198
NEUTRAL,0,King of j-popは君だ草葉の陰からマイケルが言ってそう,0.524
NEGATIVE,1,強すぎ,0.702
NEGATIVE,0,ゲッター線に汚染されたせいで幻聴が聴こえるんだよなぁ……,0.9304
POSITIVE,1,最近子育ての合間に毎日聴いてます😂❤素敵な曲を作ってくださりありがとうございます🙇‍♀️✨✨,0.9894
POSITIVE,1,間違いなく今年を代表する曲,0.8995
NEUTRAL,0,目から汗が出てくるんだけどこれなんなの,0.7991
POSITIVE,1,アイドルと言う楽曲が好きだその為4億再生は見届けるなので毎日の再生数には敏感4億再生行ったら後はLemon等の様に末永く聴かれて気づいたら10億とかだっら嬉しいねそれまで再生数には拘る悪いけど勇者なんか基本どうでもいいのよ,0.9843
POSITIVE,0,一生聞ける人🙋‍♂️,0.7378
NEGATIVE,-1,しんどい…無理……,0.9967
NEUTRAL,0,踊ってみたが流行る→練習の為に観まくる→聴いてるうちに好きになる→もっと聴くになるのかもしれんねSPECIALZはそういう意味ではやや不利なのかも,0.8964
POSITIVE,0,深夜から12時間37万回ってるから今日も大丈夫明日も観てくれるかな,0.7944
POSITIVE,0,推しの子の内容を知らないで今まで聴いてたけど1話を見てからこの歌の印象がすごく変わった特に後半の歌詞がかなり刺さる,0.9729
POSITIVE,1,久しぶりに聴いてえ3億再生ってやばくねでもこんな神曲はやっぱりすごいよなーって思った同士いる,0.983
NEUTRAL,0,今頃推しの子1話視聴しましたがこの歌詞全てにアイが詰まってましたね‥君と君にだけ言えずにいったけどこれは絶対嘘じゃない愛してるの部分で涙が‥,0.5649
NEGATIVE,0,128話読み終わった後だとこのMVもその通りって感じで少し違って見えてくるなぁ…アニメで早く観させてくれぇぇぇぇ,0.5951
NEUTRAL,0,10月に入ってからサーバーが良くフリーズするな,0.6351
NEUTRAL,0,もうこれネットおもちゃ行きされとる可能性が高いw,0.7627
POSITIVE,1,今更はまった,0.9843
POSITIVE,1,ほんとに好き,0.9922
NEUTRAL,0,ひとつはないけど,0.712
POSITIVE,1,これは本当に良い曲で人気がありますあなたがこれをどうやって書いたのかわかりません!!すごい,0.9803
POSITIVE,1,神曲最高‼︎,0.993
NEUTRAL,0,究極のゲッダンすみません言ったのは僕ではないですwドラえもんのおやくそくのやつですw,0.7685
NEUTRAL,0,いつ4億超えるかな,0.9209
NEUTRAL,1,サイコー❤,0.6006
POSITIVE,0,アイドルの正体は男性器のついた男女子の肉体を乗っ取り支配している可愛い女の子になりたい夢を叶えたね,0.9369
NEUTRAL,0,推しの子本誌最新話読んで見返すとあ…ってなるなこれ…,0.6811
POSITIVE,1,ちゃんと今はどんな音楽が売れるのかを本気で分析して本気で世界に通用する音楽作れば間違いなく売れることを証明したのがすごいと思う,0.9837
POSITIVE,1,ああああああああ星のアイさんとYOASOBI愛してる,0.9826
POSITIVE,1,なんか特別好きって訳でもないのに毎日聞いても全然飽きないのなんで,0.6622
POSITIVE,1,私はこの曲が大好きです!私はそれを聞くことは決してありませんあなたはこのヨアソビを歌う素晴らしい仕事をしました😄,0.9868
POSITIVE,0,本日の再生数は917405回です先週の今日が906188回なので先週比は101.2%ですホッと安堵のため息がでた…,0.9142
POSITIVE,1,おめでとう😂🎉😮❤😊,0.9661
POSITIVE,1,よく作れたなYOASOBI,0.9079
NEGATIVE,-1,時間は戻らない,0.8422
NEUTRAL,0,やっぱりアイドル聴いてたらすぐに終わったわ笑,0.683
NEGATIVE,0,3週間後Twitter推しの子公式アカウントから何やら大きな発表がありそうもしかして……,0.7392
POSITIVE,1,なんだ勉強してるとむずむずしててアイドルの歌を思い出してたら何かが違うんだよねまぁ言いたいのはこの曲は細かいところまで作られててすごいなってこと,0.8862
POSITIVE,0,またみんなで人気1位に戻そうぜ,0.9566
NEUTRAL,0,推しの子🐀,0.7263
POSITIVE,1,チャンネル登録588万おめでとうございます🎉🎉🎉,0.9398
NEGATIVE,-1,これがYOASOBIの中で一番バズってるの悔しい夜にかけるとか怪物の方が良いだろー,0.5959
NEUTRAL,0,まだ聞いてる人の人数を測りまーす↓,0.9173
NEUTRAL,0,1年後にはレモン超えると予想,0.7144
NEUTRAL,1,ていうかうっせぇわに4000万回再生の差をつけてるから勝ちなのか,0.7563
NEUTRAL,0,立浪の替え歌で知った,0.9157
NEGATIVE,0,毎日100万回再生されていたとしてもあと約2年か,0.7758
POSITIVE,0,10億につっぱしれ,0.4998
POSITIVE,1,大好き😘,0.9888
NEUTRAL,0,いつのまにか怪物抜いてた,0.6891
NEUTRAL,0,めちゃくちゃリピートして聴いてる推しの子二期決まったけどアイドルが完璧すぎてアイドルを超える曲くるのか心配になるくらい,0.7099
NEGATIVE,-1,これで人気になってるとか終わってんな,0.5788
POSITIVE,1,これ大好き😭,0.9924
POSITIVE,0,今3億3200万回再生,0.5301
POSITIVE,1,3億3000万回おめでとうございます🎉,0.9512
POSITIVE,1,3.3億回再生おめでとうございます🎉👏ずっと飽きずに聞かせてもらっています✨,0.9813
POSITIVE,0,アイドルおどりました❤😂😊🎉,0.9412
POSITIVE,1,すごい😂🎉❤😊,0.8883
NEUTRAL,0,4年くらいしかなくなるというようなのでちょっとしてますねんそしてここまで,0.6978
POSITIVE,1,私はインドネシア出身ですYOASOBIのアイドルソングが大好きで一日中聞いています,0.9783
POSITIVE,1,大好きです❤,0.9908
NEGATIVE,-1,もうさすがに飽きたのかなこれではLemonには到底届かないLemonは最低1日に20万40万再生あるからね,0.9367
NEUTRAL,1,ついに5ヶ月で3.3億回再生世界で話題の曲これ以上の曲はないだろうYOASOBI/アイドル,0.4845
POSITIVE,0,あのさ家推しの子みたいに可愛いネイルチップしてみた!,0.9868
NEGATIVE,0,再生数止まって無い,0.6103
NEUTRAL,0,新学期はこの曲と共に始まったなー,0.6146
NEUTRAL,0,アイドル,0.8733
NEUTRAL,0,アイドル,0.8733
NEGATIVE,1,3億超えてもなお止まらないのまじのアイドル級で倒れそう,0.7499
POSITIVE,0,怖いが本質を語ってくれる歌アイドル(水商売系含め)の嘘が見抜けるようになったそこのキミおめでとう🎁キミは少年少女卒業しおじさんおばさんの仲間入りだ😢,0.9475
NEUTRAL,0,惹かぬ媚びぬ退かぬこれが聖帝サウザーの信念だ来い!ケンシロウ🎉🎉南斗6聖拳最後の将アイはどこだ,0.5803
NEUTRAL,-1,昼は学生もリーマンも忙しいのか海外コメ目立つね暇こいて書き書きしてんの週末イベントお祭り野郎の俺くらいか,0.5785
NEUTRAL,0,この音楽を使用することは許可されていますか?,0.9447
POSITIVE,1,ただの神曲,0.8226
POSITIVE,0,お母さん推しの子してる,0.7571
POSITIVE,1,5億再生おめでとうございます,0.9707
NEUTRAL,1,この曲はとても良い曲なのでこの曲のことを考えずにはいられません,0.6299
POSITIVE,0,囲い優し,0.8372
POSITIVE,1,3.32億再生おめでとうございます,0.938
POSITIVE,1,ぶはっ3.3億再生!!!!🤣1か月前3億越えたばかりなのに順調に伸びてる👏👏👏,0.9701
POSITIVE,1,男女問わず聞けるこの曲大好き❣❤,0.9934
POSITIVE,0,YOASOBIの曲ランキング(個人的に)X夜に駆ける(ビリオン達成)SSSアイドルSS怪物群青S祝福あの夢をなぞってハルジオンA三原色勇者たぶんアンコールハルカセブンティーン優しい彗星Bラブレターアドベンチャーもしも命が描けたら大正浪漫ツバメもう少しだけ海のまにまにCミスター好きだ皆さんのランキングもよろしければ教えてください🙇,0.9616
POSITIVE,0,実はHIKAKINの動画を見てこのMV観てそのまま配信サービスで推しの子全話観てハマりましたHIKAKINありがとう☺️,0.9919
POSITIVE,1,最初はヨアソビの曲だとは気づきませんでしたイクラさんはすごい人です,0.9691
POSITIVE,0,妻が日本人ですけどI wonder if most Japanese understand the show's message? (Oshi no Ko) A lot of Japanese idol fans treat their idols like they aren't human and have incredibly unrealistic standards for them. I wonder if the Japanese people who are reading the manga/watching the show have learned from it. I hope so!,0.8733
POSITIVE,0,本日の再生数は853423回です先週の今日が916142回なので先週比は93.2%です高めの再生数を維持して年内4億🙏,0.5878
NEUTRAL,0,あーあーあーテステス10月2日月曜日の再生数は848258回です先週の月曜日が879058回なので前週比は96.5%です,0.5725
NEUTRAL,0,バブ( ' *//)バブ(\\' *),0.5856
NEUTRAL,0,歌みたで使わせてもらいます,0.8591
NEUTRAL,0,バニラバニラでアルバイト0:12,0.9158
NEGATIVE,-1,良さがまったくわからない,0.9906
POSITIVE,1,人気曲一位に帰ってきてるだと…凄すぎる,0.9592
POSITIVE,1,わしおじさんだけど夜遊びもYOASOBIもすこ,0.9768
POSITIVE,1,かわい,0.4631
POSITIVE,1,いつになったらこの勢いが収まるんや😂すげぇ🎉いつまでも聴かれますように,0.9322
POSITIVE,1,5ヶ月で3億再生されるの凄すぎる,0.9073
POSITIVE,0,70万再生で10月末まで3.5億再生達成予定,0.9482
POSITIVE,0,YouTube人気の楽曲ランキング1位アイドル人気のアーティストランキング1位YOASOBI急上昇ランキング1位勇者そらまぁこれって俺の力でもなんでも無いんだけれど好きなアーティストが数字持ってるってのは嬉しいやね,0.9832
NEUTRAL,0,年末まで4億再生の最低ラインの70万再生突破,0.7009
NEUTRAL,0,オオシマゼミエゾハルゼミヒメハルゼミエゾハルゼミヒメハル,0.8527
POSITIVE,1,色んな人の歌ってみた聞いたけどなんかしっくりこなくて本家聞くと安心感がある,0.9592
POSITIVE,0,B'zの曲さえ自分の物にするAdoの歌唱力の凄さよw,0.9586
NEUTRAL,0,最初聴いた時東方アレンジかと思ってた,0.9461
POSITIVE,0,コメント欄見ると1日前6日前など最近のコメントが人気順で上がってくると言うレベルで再生されてますね,0.686
POSITIVE,0,今夜もアイドル,0.8035
NEGATIVE,-1,カタコト日本語みたいな感じの部分がkpopぽくて好かん,0.5309
NEUTRAL,0,367万👍,0.6921
POSITIVE,1,yoasobiがすごいのか推しの子がすごいのかわからないが最高傑作のmv,0.9302
POSITIVE,0,高評価数400万いってほしい!,0.9782
POSITIVE,1,この曲神🎉,0.9576
POSITIVE,1,あいちゃん好き❤,0.9834
POSITIVE,0,今年の紅白でこれが流れたら絶対に観るぞ❗,0.985
NEUTRAL,0,アイドル聴きながら電気の勉強は捗るね鵬・テブナン帆足・ミルマン・・・,0.7611
NEUTRAL,0,平日なのか知らんが再生数が低いね今から10回観るから時間起きながらだからカウントはされる,0.8477
POSITIVE,0,アイドルが人気3位になってて何に抜かされたんだろって見てみたら勇者だったあやせさん凄すぎ,0.9815
NEUTRAL,0,あー立ち仕事で疲れたこういう時はアイドル,0.5836
NEUTRAL,0,100回は聞いたw,0.5811
NEUTRAL,0,最近よく聞くなこれ,0.887
POSITIVE,1,最高です😆,0.9941
NEUTRAL,0,ワールドエンドダンスホールを思い出した,0.9448
POSITIVE,1,3.3億再生おめでとうございます✨😆伸びがすごい🎉,0.9821
POSITIVE,0,後どれぐらいかかるかはわからないけど4億は行きそうだな,0.8306
NEGATIVE,0,再生回数3億もいってのにいいねが少ないんだななぜだ,0.6558
NEGATIVE,0,🎉🎉🎉🎉🎉🎉🎉🎉何が😮,0.6719
POSITIVE,0,おいしい,0.9339
POSITIVE,1,すごいですね🎉,0.9587
NEUTRAL,0,0:55伝説の場所だ,0.85
NEGATIVE,-1,ライブばっかり聞いてたから原曲聴くと物足りなさを感じる,0.9906
NEGATIVE,1,再生数3億越えはやばすぎ,0.8423
POSITIVE,1,5ヶ月半経っても落ちないアイとアイドルの人気が推しの子のファンとしてどれだけ嬉しいか本当にこんないい曲を作り歌ってくれたyoasobiに感謝魅力溢れるアニメーションまでもって完成してくれたアイドルに感謝,0.9882
POSITIVE,1,投稿からもう5ヵ月も経っているのに依然として人気ミュージックビデオにランクインしてるの強すぎる,0.8229
POSITIVE,0,俺が4億まで持ってくくらい聞くもうもっと聞く1番再生されてた時より聞く歌詞が常に頭に浮かぶくらい聞く(やりすぎ),0.8874
POSITIVE,0,聴いた人君と君(yoasobi)にだけはいえずにいたけど聴いた人愛してる,0.9836
NEGATIVE,0,彼女のようになりたかった...,0.8607
NEUTRAL,0,今日の再生数が約100万で3.32億再生になったら明日のデッドラインは7604400回再生,0.8017
NEGATIVE,0,今日の再生数デッドラインは766666再生やなこれを下回ったら年内4億超えは無理,0.8409
NEUTRAL,0,30代中盤だけどYOASOBIって俺らの若い頃のI WISHみたいなもんなんかな,0.9174
NEUTRAL,0,2068年でも聞いてる人↓,0.8453
NEUTRAL,0,アニメの1期OPが星野アイだったら2期OPはどうなるんだろう…,0.7811
POSITIVE,0,レコード大賞も紅白も蹴ってくれたらさびしいですが逆に格好いいと想うようになりました❤,0.9318
POSITIVE,0,3:00メンゴ先生この世で1番ここからの映像再生してる自信あるらしい,0.8874
NEUTRAL,0,ご存知の方もいると思いますが8日日に林修の初耳学でYOASOBIのアイドルの特集っぽいので気になる方は是非チェック既に予告もあるみたいなので,0.7246
NEUTRAL,0,2025年も聴いてる人✋,0.5038
NEUTRAL,0,アイドル踊ったことある,0.8935
POSITIVE,0,アイドルの1か月前に出たセブンティーンが不憫で仕方がない鬼滅の刃の監督使ったMVとかYOASOBIに珍しいイントロが長いと言う1400万再生で終わるMVではない是非お聴きを・・・・,0.7024
POSITIVE,1,推しの子見た事ないしちゃんとフルで聴いたこと1回もなかったけどなんとなく口ずさめるからそれほど世の中で流れてるんだろうなぁ無意識に覚えるみたいなすごい歌,0.9646
NEUTRAL,0,自分用1:17,0.9254
NEUTRAL,1,なぜか最近アイドルにはまっています😊,0.6804
NEUTRAL,1,遅ればせながら今日から推しの子を見始めましたこの曲はなんとなくいい曲だと思ってたましたがアニメ見始めたら泣けますね,0.5623
NEUTRAL,1,アイドルはユーチューブMVで3位楽曲で1位不思議だよね楽曲はMVやジャケットとかを含めた総再生数らしいのでそもそも楽曲って何って話だよねそれとユーチューブMVは1位をキープするのは難しいようでadoが1週間しか君臨出来んかったそれを21週連続1位とは・・・,0.7704
NEUTRAL,0,10億回も行くんじゃないか,0.5232
POSITIVE,0,最初には着ぐるみを被っててまさに弱いところ無しって言う感じ弱いとこを隠そうとしてるだけどラスサビでは人間のアイドルが出てきて本音と建前をうまく使い分けてる感じがして好き,0.9889
POSITIVE,1,この曲が大好きで……毎日聴いていられる……ちなみに私は第一話ですでに死んでしまったにもかかわらず今でも星乃愛を応援しています😅,0.9845
POSITIVE,0,"年内4億問題残り90日69,244,787回平均的1日769,386回現在地90100万くらいでここしばらく持ちこたえてる事を考えたら現実味を帯びてきたというかもうかなり行くんじゃねって思ってる",0.5932
POSITIVE,1,何回聞いても飽きない曲‼️‼️リズムすごい😂,0.9864
POSITIVE,1,アイちゃん可愛いすぎる‼️❤,0.9928
POSITIVE,1,綺麗な声聴いてて癒されます😢,0.9843
NEUTRAL,0,おカズを探しています,0.8736
POSITIVE,0,今年の曲はアイドル来年の曲も…ワンチャン…ならないかな,0.7793
NEGATIVE,1,君は今どうしてるこんな貴女を忘れられる訳ないよ😭,0.8728
POSITIVE,0,今高評価367万,0.7353
NEUTRAL,0,さぁあと928万だ,0.5783
POSITIVE,1,アニメのおかげで曲もすごい流行って良かったね,0.9834
POSITIVE,0,バラードじゃないのに泣ける稀有な曲😢,0.7326
POSITIVE,1,歌が好き,0.9876
NEUTRAL,0,新しい順で見るとわかるけどずっとコメントされてる,0.6815
POSITIVE,1,あと少しで半年なのに人気のミュージックビデオ3位なの最高にイカレてて草,0.6944
NEGATIVE,0,0:32えろすぎん,0.5425
POSITIVE,0,今年で5億いきそうです,0.925
POSITIVE,1,アイ氏可愛いでござるなぁ…💏デュフデュフフ,0.9841
POSITIVE,1,アイ可愛すぎてご飯お代わりしました🍚何も食べてないそれは内緒,0.9508
NEUTRAL,1,えまだ人気3位ってえぐくね,0.4013
POSITIVE,1,神曲😊,0.9427
POSITIVE,1,歌い方というかリズムがめっちゃ好き,0.9908
POSITIVE,1,100点満点で付けるなら俺は200点以上だな笑それくらい凄い曲だと思うな,0.9485
NEGATIVE,-1,完璧で嘘つきな君は天才的なアイドル様って意味不明で草ww,0.472
NEUTRAL,0,このまま行けば再生回数日本1位普通に行きそうじゃね…,0.7657
NEGATIVE,1,5ヶ月で3.3億とか化け物やろこんなん0:32自分用,0.5439
POSITIVE,1,英語版とか日本語に歌詞を似せるって言う才能がすっごい歌で光をこんなに再現できるのが神,0.9878
NEUTRAL,0,推しの子第一話を見て星野アイに起きた悲劇でアイドルが別の視点で感じれたし最後にアクアとルビーに抱きつくアイの姿に泣いた⁠:ﾟ⁠(⁠;⁠´⁠∩⁠`⁠;⁠)ﾟ⁠:⁠,0.5415
POSITIVE,1,かわいい,0.9801
POSITIVE,1,神様のためにこの曲が大好きです,0.9883
POSITIVE,0,イベント仕事中に近くでキッズダンスフェスやっていた途中アイドルが大音量で流れキッズ熱狂的に踊っているのを見ながら一緒に踊り狂うキモいおじさんになりたかったが…かろうじて理性が勝った,0.5317
POSITIVE,1,かわいいすぎひんー,0.9704
POSITIVE,1,3.3億おめ,0.489
NEUTRAL,1,21週連続1位と言うのが如何に化け物だったかだな・・・,0.8634
NEUTRAL,0,粛聖!!ロリ神レクイエム世界で大爆発恐らく1位取ると思うよ勇者のライバルだよadoは結局1週間で1位陥落だったね,0.5523
NEUTRAL,0,アニメ観てみるかぁ……(原作漫画は既読),0.6394
POSITIVE,0,これは推せる,0.5764
POSITIVE,0,このコメントに絶対に高評価を押すな,0.8858
POSITIVE,1,3億3000万再生おめでとうございます,0.9663
NEUTRAL,0,ダメだヒカキンが浮かんでくる,0.7935
POSITIVE,1,3億3000万回再生おめでとう🎉,0.962
POSITIVE,1,推しの子の曲としてこれ以上の正解なさそう,0.5815
POSITIVE,1,3.3億おめでとう🎊まだまだ伸びてよアイドル,0.9815
NEGATIVE,0,アイドル聞いたことあるけど推しの子1話見たことないって人マジでもったいないことしてる,0.9913
POSITIVE,0,Drドレーってほんと偉大だなって思わせてくれるアレンジだ,0.9204
NEUTRAL,0,さぁあと983万だ,0.4895
POSITIVE,1,3.3億回再生🌸おめでとう㊗️,0.9823
NEUTRAL,0,1:14ここの口ってアイの口ともう1つは誰の口なの,0.9173
NEGATIVE,-1,最高に楽しい曲難くて歌えない,0.9516
POSITIVE,1,Ayaseさんの曲はリズムもいいし中毒性ありすぎる,0.9886
NEUTRAL,0,20年後とかにも2043年👍とかコメントしてそう,0.9148
POSITIVE,0,本日の再生数は1023359回です先週の今日が1086570回なので先週比は94.2%です3.3億再生突破おめでとうございます🎉,0.9746
POSITIVE,0,まだ新鮮,0.941
NEGATIVE,1,再生回数5ヶ月で3億越えってヤバい…すご…,0.7854
POSITIVE,1,自分の大好きな曲がまだこんなに再生数伸びててすごく嬉しいし誇らしいです,0.992
POSITIVE,1,3.3億再生おめでとうございます1位からは落ちちゃいましたがそんなの関係無しに聞きまくってます,0.7934
POSITIVE,1,3.3億回再生おめでとうございます❤,0.9408
NEUTRAL,1,3.3億再生🎉,0.6451
NEGATIVE,-1,AYASEはikuraを解放しろいつまでもチープな音源と破綻した楽譜に付き合わせるな,0.4391
POSITIVE,1,3億3000万回再生おめでとうございます♪,0.989
NEUTRAL,1,アイドルに取って3.3億再生も通過点に過ぎない,0.7065
NEUTRAL,1,3.3億🎉🎊,0.6411
NEUTRAL,1,yoasobi教科書に載るものは伊達じゃないね,0.7758
POSITIVE,1,3.3億再生おめでとうございます㊗️🎉,0.9807
POSITIVE,0,アバンギャルディAGTの準決で使った曲英語バージョンがよかった・・さすがにお願いできないか・・・このPVもダンス中に流してほしかったけど踊りの邪魔になるか・・・たたラスベガス公演できるようになったらコラボしてほしい翻訳でアバンギャルディの内容見てると審査員は圧倒的に好んでいて今後のAGTとのつながりを示唆してるアバンギャルディや参加者とコラボしていくのか再度次の大会に参加するのは不明だけどディスニーの契約はありそうだなホーンデットマンションのCMになったし・・・他のYOASOBIさんのコラボも期待します,0.8935
POSITIVE,1,お3.3億回突破ですねまだまだ再生回数が伸びてますね次は3.4億回😊😊アイドル様…愛してる❤😳,0.9776
POSITIVE,1,3.3億再生おめでとうございます🎉🎉🎉0:48,0.9003
POSITIVE,1,5分で1万再生とはまだまだ衰えてないな,0.9448
POSITIVE,1,3.3億再生おめでとう🎉🎉🎉,0.9606
NEUTRAL,1,10/1 21:50頃3.3億再生まで残り6000再生,0.6175
POSITIVE,1,ひと足先に3.3億おめでとう🎉,0.9116
POSITIVE,1,"アイドル神♪( 'ω' و(و""フリフリ",0.9618
POSITIVE,1,YOASOBI神,0.6552
POSITIVE,1,飽きない歌です自然と出てきます,0.9768
POSITIVE,0,途中進撃の巨人のBGMが入ってるのも好き,0.9717
NEUTRAL,1,中毒性が凄い曲,0.5659
NEUTRAL,0,10/1 21:30頃3.3億再生まで残り17700再生,0.7544
NEGATIVE,1,何ヶ月経っても勢いが止まらないな…,0.5998
NEUTRAL,1,ラップパートを入れるJPOPはたまにあるけど曲の冒頭からいきなりラップパートで始まるJPOPを聴くのはこれが初めて,0.8131
POSITIVE,1,"Ayase-san,Yaosobi-sanのすごいですね!🤩",0.9783
NEUTRAL,0,10/1 21時前3.3億再生まで残り63200再生,0.7635
NEUTRAL,0,残すはアイネクライネ(3億3800万回)白日(4億5500万回)プレテンダー(4億7900万回)打上花火(5億7400万回)レモン(8億2700万回),0.9174
NEUTRAL,0,3億て…w,0.7963
NEGATIVE,0,でもなんで星野アイは死ぬんだろぶれいくしてあストーカーだっけ,0.7229
NEUTRAL,0,2023も見てる人,0.6853
NEUTRAL,0,さぁもう少しで3.3億だ✨️,0.6757
POSITIVE,1,まさに最強で無敵のアイドル,0.9363
POSITIVE,1,この歌何回も聞きたくなっちゃうこの歌大好き,0.9924
POSITIVE,1,すごくいい歌,0.9927
POSITIVE,1,3億回再生おめでとうございます🎉㊗️遅,0.9816
NEUTRAL,1,こんな視聴回数見たことない,0.8348
