,label,humanLabel,text,score
1184,POSITIVE,0,囲い 優し ,0.8372
1185,POSITIVE,1,3 . 32億 再生 おめでとう ございます ,0.938
1186,POSITIVE,1,ぶ はっ 3 . 3億 再生 !! !! 🤣 1 か月 前 3億 越えた ばかりな の に 順調に 伸びて る 👏👏 👏 ,0.9701
1187,POSITIVE,1,男女 問わ ず 聞ける この 曲 大好き ❣ ❤ ,0.9934
1188,POSITIVE,0,YOASOBI の 曲 ランキング ( 個人 的 に ) X 夜 に 駆ける ( ビリオン 達成 ) SSS アイドル SS 怪物 群青 S 祝福 あの 夢 を なぞって ハルジオン A 三原色 勇者 たぶん アンコールハルカセブンティーン 優しい 彗星 B ラブレターアドベンチャー もし も 命 が 描けたら 大正 浪漫 ツバメ もう 少し だけ 海 の まにまに C ミスター 好きだ 皆さん の ランキング も よろしければ 教えて ください 🙇 ,0.9616
1189,POSITIVE,0,実 は HIKAKIN の 動画 を 見て こ の MV 観 て そのまま 配信 サービス で 推し の 子 全 話 観て ハマり ました HIKAKIN あり が とう ☺ ️ ,0.9919
1190,POSITIVE,1,最初 は ヨアソビ の 曲 だ と は 気づき ませ ん でした イクラ さん は すごい 人 です ,0.9691
1191,POSITIVE,0,妻 が 日本 人 です けど IwonderifmostJapaneseunderstandtheshow ' smessage ?( OshinoKo ) AlotofJapaneseidolfanstreattheiridolsliketheyaren ' thumanandhaveincrediblyunrealisticstandardsforthem . IwonderiftheJapanesepeoplewhoarereadingthemanga / watchingtheshowhavelearnedfromit . Ihopeso ! ,0.8733
1192,POSITIVE,0,本日 の 再生 数 は 853423 回 です 先週 の 今日 が 916142 回 な ので 先週 比 は 93 .2 % です 高 めの 再生 数 を 維持 して 年 内 4億 🙏 ,0.5878
1193,NEUTRAL,0,あーあー あー テステス 10 月 2 日 月曜日 の 再生 数 は 848258 回 です 先週 の 月曜日 が 879058 回 な ので 前週 比 は 96 .5 % です ,0.5725
1194,NEUTRAL,0,バブ ( ' */ /) バブ ( \ \ ' *) ,0.5856
1195,NEUTRAL,0,歌 みた で 使わ せて もらい ます ,0.8591
1196,NEUTRAL,0,バニラ バニラ で アルバイト 0 : 12 ,0.9158
1197,NEGATIVE,-1,良 さ が まったく わから ない ,0.9906
1198,POSITIVE,1,人気 曲 一 位 に 帰って きて る だ と … 凄 すぎる ,0.9592
1199,POSITIVE,1,わし おじさん だ けど 夜 遊び も YOASOBI も すこ ,0.9768
1200,POSITIVE,1,かわい ,0.4631
1201,POSITIVE,1,いつ に なったら この 勢い が 収まる ん や 😂 すげぇ 🎉い つま でも 聴か れ ます ように ,0.9322
1202,POSITIVE,1,5 ヶ月 で 3億 再生 さ れる の 凄 すぎる ,0.9073
1203,POSITIVE,0,70万 再生 で 10 月 末 まで 3 . 5億 再生 達成 予定 ,0.9482
1204,POSITIVE,0,YouTube 人気 の 楽曲 ランキング 1 位 アイドル 人気 の アーティスト ランキング 1 位 YOASOBI 急 上昇 ランキング 1 位 勇者 そら まぁ これ って 俺 の 力 でも なんでも無い んだ けれど 好きな アーティスト が 数字 持って る って の は 嬉しい やね ,0.9832
1205,NEUTRAL,0,年 末 まで 4億 再生 の 最低 ライン の 70万 再生 突破 ,0.7009
1206,NEUTRAL,0,オオシマゼミエゾハルゼミヒメハルゼミエゾハルゼミヒメハル ,0.8527
1207,POSITIVE,1,色んな 人 の 歌って みた 聞いた けど なんか しっくり こ なくて 本家 聞く と 安心 感 が ある ,0.9592
1208,POSITIVE,0,B ' z の 曲 さえ 自分 の 物 に する Ado の 歌唱 力 の 凄 さ よ w ,0.9586
1209,NEUTRAL,0,最初 聴いた 時 東方 アレンジ か と 思って た ,0.9461
1210,POSITIVE,0,コメント 欄 見る と 1 日 前 6 日 前 など 最近 の コメント が 人気 順で 上がって くる と 言う レベル で 再生 さ れて ます ね ,0.686
1211,POSITIVE,0,今夜 も アイドル ,0.8035
1212,NEGATIVE,-1,カタコト 日本 語 みたいな 感じ の 部分 が kpop ぽく て 好か ん ,0.5309
1213,NEUTRAL,0,367万 👍 ,0.6921
1214,POSITIVE,1,yoasobi が すごい の か 推し の 子 が すごい の か わから ない が 最高 傑作 の mv ,0.9302
1215,POSITIVE,0,高 評価 数 400万 いって ほしい ! ,0.9782
1216,POSITIVE,1,この 曲 神 🎉 ,0.9576
1217,POSITIVE,1,あい ちゃん 好き ❤ ,0.9834
1218,POSITIVE,0,今年 の 紅白 で これ が 流れたら 絶対 に 観る ぞ ❗ ,0.985
1219,NEUTRAL,0,アイドル 聴き ながら 電気 の 勉強 は 捗る ね 鵬 ・ テブナン 帆足 ・ ミルマン ・ ・ ・ ,0.7611
1220,NEUTRAL,0,平日 な の か 知ら ん が 再生 数 が 低い ね 今 から 10 回 観る から 時間 起き ながら だ から カウント は さ れる ,0.8477
1221,POSITIVE,0,アイドル が 人気 3 位 に なって て 何 に 抜かさ れた んだろ って 見て みたら 勇者 だった あやせ さん 凄 すぎ ,0.9815
1222,NEUTRAL,0,あー 立ち 仕事 で 疲れた こういう 時 は アイドル ,0.5836
1223,NEUTRAL,0,100 回 は 聞いた w ,0.5811
1224,NEUTRAL,0,最近 よく 聞く な これ ,0.887
1225,POSITIVE,1,最高です 😆 ,0.9941
1226,NEUTRAL,0,ワールドエンド ダンス ホール を 思い出した ,0.9448
1227,POSITIVE,1,3 . 3億 再生 おめでとう ございます ✨ 😆伸 び が すごい 🎉 ,0.9821
1228,POSITIVE,0,後 どれ ぐらい かかる か は わから ない けど 4億 は 行き そうだ な ,0.8306
1229,NEGATIVE,0,再生 回数 3億 も いって のに いいね が 少ない んだ な なぜ だ ,0.6558
1230,NEGATIVE,0,🎉🎉 🎉🎉 🎉🎉 🎉🎉 何 が 😮 ,0.6719
1231,POSITIVE,0,おいしい ,0.9339
1232,POSITIVE,1,すごい です ね 🎉 ,0.9587
1233,NEUTRAL,0,0 : 55 伝説 の 場所 だ ,0.85
1234,NEGATIVE,-1,ライブ ばっかり 聞いて たから 原曲 聴く と 物足りな さ を 感じる ,0.9906
1235,NEGATIVE,1,再生 数 3億 越え は やば すぎ ,0.8423
1236,POSITIVE,1,5 ヶ月 半 経って も 落ち ない アイ と アイドル の 人気 が 推し の 子 の ファン と して どれ だけ 嬉しい か 本当に こんな いい 曲 を 作り 歌って くれた yoasobi に 感謝 魅力 溢れる アニメーション まで もって 完成 して くれた アイドル に 感謝 ,0.9882
1237,POSITIVE,1,投稿 から もう 5 ヵ 月 も 経って いる のに 依然と して 人気 ミュージック ビデオ に ランクイン して る の 強 すぎる ,0.8229
1238,POSITIVE,0,俺 が 4億 まで 持って く くらい 聞く もう もっと 聞く 1 番 再生 さ れて た 時 より 聞く 歌詞 が 常に 頭 に 浮かぶ くらい 聞く ( やり すぎ ) ,0.8874
1239,POSITIVE,0,聴いた 人 君 と 君 ( yoasobi ) に だけ は いえ ず に いた けど 聴いた 人 愛して る ,0.9836
1240,NEGATIVE,0,彼女 の ように なり たかった . .. ,0.8607
1241,NEUTRAL,0,今日 の 再生 数 が 約 100万 で 3 . 32億 再生 に なったら 明日 の デッド ライン は 7604400 回 再生 ,0.8017
1242,NEGATIVE,0,今日 の 再生 数 デッド ライン は 766666 再生 や な これ を 下回ったら 年 内 4億 超え は 無理 ,0.8409
1243,NEUTRAL,0,30 代 中盤 だ けど YOASOBI って 俺 ら の 若い 頃 の IWISH み たい な もん なんか な ,0.9174
1244,NEUTRAL,0,2068 年 でも 聞いて る 人 ↓ ,0.8453
1245,NEUTRAL,0,アニメ の 1 期 OP が 星野 アイ だったら 2 期 OP は どう なる んだろう … ,0.7811
1246,POSITIVE,0,レコード 大賞 も 紅白 も 蹴って くれたら さびしい です が 逆に 格好いい と 想う ように なり ました ❤ ,0.9318
1247,POSITIVE,0,3 : 00 メンゴ 先生 この世 で 1 番 ここ から の 映像 再生 して る 自信 ある らしい ,0.8874
1248,NEUTRAL,0,ご存知 の 方 も いる と 思い ます が 8 日日 に 林 修 の 初耳 学 で YOASOBI の アイドル の 特集 っぽい ので 気 に なる 方 は 是非 チェック 既に 予告 も ある みたいな ので ,0.7246
1249,NEUTRAL,0,2025 年 も 聴いて る 人 ✋ ,0.5038
1250,NEUTRAL,0,アイドル 踊った こと ある ,0.8935
1251,POSITIVE,0,アイドル の 1 か月 前 に 出た セブンティーン が 不憫で 仕方がない 鬼滅の刃 の 監督 使った MV と か YOASOBI に 珍しい イントロ が 長い と 言う 1400万 再生 で 終わる MV で は ない 是非 お 聴き を ・ ・ ・ ・ ,0.7024
1252,POSITIVE,1,推し の 子 見た 事 ないし ちゃんと フルで 聴いた こと 1 回 も なかった けど なんとなく 口ずさめる から それほど 世の中 で 流れて る んだろう なぁ 無意識に 覚える みたいな すごい 歌 ,0.9646
1253,NEUTRAL,0,自分 用 1 : 17 ,0.9254
1254,NEUTRAL,1,なぜ か 最近 アイドル に はまって い ます 😊 ,0.6804
1255,NEUTRAL,1,遅ればせ ながら 今日 から 推し の 子 を 見 始め ました この 曲 は なんとなく いい 曲 だ と 思って た ました が アニメ 見 始めたら 泣け ます ね ,0.5623
1256,NEUTRAL,1,アイドル は ユーチューブ MV で 3 位 楽曲 で 1 位 不思議だ よ ね 楽曲 は MV や ジャケット と か を 含めた 総 再生 数 らしい ので そもそも 楽曲 って 何 って 話 だ よ ね それ と ユーチューブ MV は 1 位 を キープ する の は 難しい よう で ado が 1 週間 しか 君臨 出来 ん かった それ を 21 週 連続 1 位 と は ・ ・ ・ ,0.7704
1257,NEUTRAL,0,10億 回 も 行く んじゃ ない か ,0.5232
1258,POSITIVE,0,最初に は 着 ぐるみ を 被って て まさに 弱い ところ 無し って 言う 感じ 弱い とこ を 隠そう と して る だけ ど ラスサビ で は 人間 の アイドル が 出て きて 本音 と 建前 を うまく 使い分けて る 感じ が して 好き ,0.9889
1259,POSITIVE,1,この 曲 が 大好きで …… 毎日 聴いて い られる …… ちなみに 私 は 第 一 話 で すでに 死んで しまった に も かかわら ず 今 でも 星乃 愛 を 応援 して い ます 😅 ,0.9845
1260,POSITIVE,0,"年 内 4億 問題 残り 90 日 69 , 244 , 787 回 平均 的 1 日 769 , 386 回 現在 地 90100万 くらい で ここ しばらく 持ちこたえて る 事 を 考えたら 現実 味 を 帯びて きた と いう か もう かなり 行く んじゃ ね って 思って る ",0.5932
1261,POSITIVE,1,何 回 聞いて も 飽き ない 曲 ‼ ️ ‼ ️ リズム すごい 😂 ,0.9864
1262,POSITIVE,1,アイ ちゃん 可愛い すぎる ‼ ️ ❤ ,0.9928
1263,POSITIVE,1,綺麗な 声 聴いて て 癒さ れ ます 😢 ,0.9843
1264,NEUTRAL,0,お カズ を 探して い ます ,0.8736
1265,POSITIVE,0,今年 の 曲 は アイドル 来年 の 曲 も … ワンチャン … なら ない か な ,0.7793
1266,NEGATIVE,1,君 は 今 どう して る こんな 貴女 を 忘れ られる 訳ない よ 😭 ,0.8728
1267,POSITIVE,0,今 高 評価 367万 ,0.7353
1268,NEUTRAL,0,さぁあ と 928万 だ ,0.5783
1269,POSITIVE,1,アニメ の おかげ で 曲 も すごい 流行 って 良かった ね ,0.9834
1270,POSITIVE,0,バラード じゃ ない の に 泣ける 稀有 な 曲 😢 ,0.7326
1271,POSITIVE,1,歌 が 好き ,0.9876
1272,NEUTRAL,0,新しい 順で 見る と わかる けど ずっと コメント さ れて る ,0.6815
1273,POSITIVE,1,あと 少し で 半年 な のに 人気 の ミュージック ビデオ 3 位 な の 最高に イカレ て て 草 ,0.6944
1274,NEGATIVE,0,0 : 32 えろ すぎ ん ,0.5425
1275,POSITIVE,0,今年 で 5億 いき そうです ,0.925
1276,POSITIVE,1,アイ 氏 可愛い で ござる なぁ … 💏 デュフデュフフ ,0.9841
1277,POSITIVE,1,アイ 可愛 すぎて ご飯 お代わり し ました 🍚 何 も 食べて ない それ は 内緒 ,0.9508
1278,NEUTRAL,1,えま だ 人気 3 位 って えぐ く ね ,0.4013
1279,POSITIVE,1,神曲 😊 ,0.9427
1280,POSITIVE,1,歌い 方 と いう か リズム が めっちゃ 好き ,0.9908
1281,POSITIVE,1,100 点 満点 で 付ける なら 俺 は 200 点 以上 だ な 笑 それ くらい 凄い 曲 だ と 思う な ,0.9485
1282,NEGATIVE,-1,完璧で 嘘つき な 君 は 天才 的な アイドル 様 って 意味 不明で 草 ww ,0.472
1283,NEUTRAL,0,このまま 行けば 再生 回数 日本 1 位 普通に 行き そうじゃ ね … ,0.7657
1284,NEGATIVE,1,5 ヶ月 で 3 . 3億 と か 化け物 やろ こんなん 0 : 32 自分 用 ,0.5439
1285,POSITIVE,1,英語 版 と か 日本 語 に 歌詞 を 似せる って 言う 才能 が すっごい 歌 で 光 を こんなに 再現 できる の が 神 ,0.9878
1286,NEUTRAL,0,推し の 子 第 一 話 を 見て 星野 アイ に 起きた 悲劇 で アイドル が 別の 視点 で 感じ れ たし 最後に アクア と ルビー に 抱きつく アイ の 姿 に 泣いた ⁠ : ﾟ ⁠ ( ⁠ ; ⁠ ⁠ ∩ ⁠ ` ⁠ ; ⁠ ) ﾟ ⁠ : ⁠ ,0.5415
1287,POSITIVE,1,かわいい ,0.9801
1288,POSITIVE,1,神様 の ため に この 曲 が 大好きです ,0.9883
1289,POSITIVE,0,イベント 仕事 中 に 近く で キッズ ダンス フェス やって いた 途中 アイドル が 大 音量 で 流れ キッズ 熱狂 的に 踊って いる の を 見 ながら 一緒に 踊り 狂う キモい おじさん に なり たかった が … かろうじて 理性 が 勝った ,0.5317
1290,POSITIVE,1,かわいい すぎ ひんー ,0.9704
1291,POSITIVE,1,3 . 3億 お め ,0.489
1292,NEUTRAL,1,21 週 連続 1 位 と 言う の が 如何に 化け物 だった か だ な ・ ・ ・ ,0.8634
1293,NEUTRAL,0,粛 聖 !! ロリ 神 レクイエム 世界 で 大 爆発 恐らく 1 位 取る と 思う よ 勇者 の ライバル だ よ ado は 結局 1 週間 で 1 位 陥落 だった ね ,0.5523
1294,NEUTRAL,0,アニメ 観て みる かぁ …… ( 原作 漫画 は 既読 ) ,0.6394
1295,POSITIVE,0,これ は 推せる ,0.5764
1296,POSITIVE,0,この コメント に 絶対 に 高 評価 を 押す な ,0.8858
1297,POSITIVE,1,3億3000万 再生 おめでとう ございます ,0.9663
1298,NEUTRAL,0,ダメだ ヒカキン が 浮かんで くる ,0.7935
1299,POSITIVE,1,3億3000万 回 再生 お めで とう 🎉 ,0.962
1300,POSITIVE,1,推し の 子 の 曲 と して これ 以上 の 正解 な さ そう ,0.5815
1301,POSITIVE,1,3 . 3億 お めで とう 🎊ま だ まだ 伸びて よ アイドル ,0.9815
1302,NEGATIVE,0,アイドル 聞いた こと ある けど 推し の 子 1 話 見た こと ない って 人 マジで もったいない こと して る ,0.9913
1303,POSITIVE,0,Dr ドレー って ほんと 偉大だ なって 思わ せて くれる アレンジ だ ,0.9204
1304,NEUTRAL,0,さぁあ と 983万 だ ,0.4895
1305,POSITIVE,1,3 . 3億 回 再生 🌸お め で とう ㊗ ️ ,0.9823
1306,NEUTRAL,0,1 : 14 ここ の 口 って アイ の 口 と もう 1 つ は 誰 の 口 な の ,0.9173
1307,NEGATIVE,-1,最高に 楽しい 曲 難くて 歌え ない ,0.9516
1308,POSITIVE,1,Ayase さん の 曲 は リズム も いいし 中毒 性 あり すぎる ,0.9886
1309,NEUTRAL,0,20 年 後 と か に も 2043 年 👍と か コメント して そう ,0.9148
1310,POSITIVE,0,本日 の 再生 数 は 1023359 回 です 先週 の 今日 が 1086570 回 な ので 先週 比 は 94 .2 % です 3 . 3億 再生 突破 おめでとう ございます 🎉 ,0.9746
1311,POSITIVE,0,まだ 新鮮 ,0.941
1312,NEGATIVE,1,再生 回数 5 ヶ月 で 3億 越え って ヤバい … すご … ,0.7854
1313,POSITIVE,1,自分 の 大好きな 曲 が まだ こんなに 再生 数 伸びて て すごく 嬉しい し 誇らしい です ,0.992
1314,POSITIVE,1,3 . 3億 再生 おめでとう ございます 1 位 から は 落ちちゃ い ました が そんな の 関係 無し に 聞き まくって ます ,0.7934
1315,POSITIVE,1,3 . 3億 回 再生 おめでとう ございます ❤ ,0.9408
1316,NEUTRAL,1,3 . 3億 再生 🎉 ,0.6451
1317,NEGATIVE,-1,AYASE は ikura を 解放 しろ いつまでも チープな 音源 と 破綻 した 楽譜 に 付き合わ せる な ,0.4391
1318,POSITIVE,1,3億3000万 回 再生 おめでとう ございます ♪ ,0.989
1319,NEUTRAL,1,アイドル に 取って 3 . 3億 再生 も 通過 点 に 過ぎ ない ,0.7065
1320,NEUTRAL,1,3 . 3億 🎉🎊 ,0.6411
1321,NEUTRAL,1,yoasobi 教科 書 に 載る もの は 伊達じゃ ない ね ,0.7758
1322,POSITIVE,1,3 . 3億 再生 おめでとう ございます ㊗ ️ 🎉 ,0.9807
1323,POSITIVE,0,アバンギャルディ AGT の 準決 で 使った 曲 英語 バージョン が よかった ・ ・ さすが に お 願い でき ない か ・ ・ ・ こ の PV も ダンス 中 に 流して ほしかった けど 踊り の 邪魔に なる か ・ ・ ・ たた ラスベガス 公演 できる ように なったら コラボ して ほしい 翻訳 で アバンギャルディ の 内容 見て る と 審査 員 は 圧倒 的に 好んで いて 今後 の AGT と の つながり を 示唆 して る アバンギャルディ や 参加 者 と コラボ して いく の か 再度 次の 大会 に 参加 する の は 不明だ けど ディスニー の 契約 は あり そうだ な ホーンデットマンション の CM に なった し ・ ・ ・ 他 の YOASOBI さん の コラボ も 期待 し ます ,0.8935
1324,POSITIVE,1,お 3 . 3億 回 突破 です ね まだまだ 再生 回数 が 伸びて ます ね 次 は 3 . 4億 回 😊😊 アイドル 様 … 愛して る ❤ 😳 ,0.9776
1325,POSITIVE,1,3 . 3億 再生 おめでとう ございます 🎉🎉 🎉 0 : 48 ,0.9003
1326,POSITIVE,1,5 分 で 1万 再生 と は まだまだ 衰えて ない な ,0.9448
1327,POSITIVE,1,3 . 3億 再生 お めで とう 🎉🎉 🎉 ,0.9606
1328,NEUTRAL,1,10 / 121 : 50 頃 3 . 3億 再生 まで 残り 6000 再生 ,0.6175
1329,POSITIVE,1,ひと 足先 に 3 . 3億 お めで とう 🎉 ,0.9116
1330,POSITIVE,1,"アイドル 神 ♪ ( ' ω ' و ( و "" フリフリ ",0.9618
1331,POSITIVE,1,YOASOBI 神 ,0.6552
1332,POSITIVE,1,飽き ない 歌 です 自然 と 出て き ます ,0.9768
1333,POSITIVE,0,途中 進撃 の 巨人 の BGM が 入って る の も 好き ,0.9717
1334,NEUTRAL,1,中毒 性 が 凄い 曲 ,0.5659
1335,NEUTRAL,0,10 / 121 : 30 頃 3 . 3億 再生 まで 残り 17700 再生 ,0.7544
1336,NEGATIVE,1,何 ヶ月 経って も 勢い が 止まら ない な … ,0.5998
1337,NEUTRAL,1,ラップ パート を 入れる JPOP は たまに ある けど 曲 の 冒頭 から いきなり ラップ パート で 始まる JPOP を 聴く の は これ が 初めて ,0.8131
1338,POSITIVE,1,"Ayase - san , Yaosobi - san の すごい です ね ! 🤩 ",0.9783
1339,NEUTRAL,0,10 / 121 時 前 3 . 3億 再生 まで 残り 63200 再生 ,0.7635
1340,NEUTRAL,0,残す は アイネクライネ ( 3億3800万 回 ) 白日 ( 4億5500万 回 ) プレテンダー ( 4億7900万 回 ) 打 上 花火 ( 5億7400万 回 ) レモン ( 8億2700万 回 ) ,0.9174
1341,NEUTRAL,0,3億 て … w ,0.7963
1342,NEGATIVE,0,でも なんで 星野 アイ は 死ぬ んだろ ぶれ いく して あ ストーカー だ っけ ,0.7229
1343,NEUTRAL,0,2023 も 見て る 人 ,0.6853
1344,NEUTRAL,0,さぁ もう 少し で 3 . 3億 だ ✨ ️ ,0.6757
1345,POSITIVE,1,まさに 最強で 無敵の アイドル ,0.9363
1346,POSITIVE,1,この 歌 何 回 も 聞き たく なっちゃ う この 歌 大好き ,0.9924
1347,POSITIVE,1,すごく いい 歌 ,0.9927
1348,POSITIVE,1,3億 回 再生 おめでとう ございます 🎉㊗ ️ 遅 ,0.9816
1349,NEUTRAL,1,こんな 視聴 回数 見た こと ない ,0.8348
1350,POSITIVE,1,YOASOBI さん の 歌 は いい 曲 ばかり です ね いつも 聞いて い ます アイドル の English ばん も 聞いた のです が やはり 素晴らしかった です 😄 ,0.9884
1351,NEUTRAL,1,アイドル の 再生 数 の お陰 で 再生 数 の 感覚 が 麻痺 して しまった 1 日 500万 再生 と か 普通に みて いれば そうなる か ,0.8964
1352,NEUTRAL,1,3億 回 再生 すご すぎる ,0.6595
1353,POSITIVE,1,あいち やん ほんとに すごい ,0.5537
1354,POSITIVE,1,凄 すぎて 我 の 脳 が おかしく なる ぐらい 聴いて いる ,0.9255
1355,NEUTRAL,0,あと 17万 回 ,0.7424
1356,POSITIVE,1,The 推し の 子 って 感じ の 曲 で 凄 すぎ ます 😭セ リフ や キャラ の 名前 など が 歌詞 に あったり して ほんと よく 作ら れた なって 思い ます 天才 すぎ ます 🩷🩷 ,0.9913
1357,POSITIVE,1,もう 3億 回 超えて る だ なんて 😭😭 ほん と に 凄 すぎ ます 体育 大会 でも 流れて ました 😂ま じ 嬉し すぎ ました 🩷🩷 ,0.9881
1358,POSITIVE,1,めっちゃ 有名 やん ❗ 😮🎉 ,0.9741
1359,POSITIVE,1,マジで 神 ,0.9753
1360,POSITIVE,1,人気 順に した 時 の サムネ の 破壊 力 やばい ,0.7082
1361,NEUTRAL,1,日本 の アーティスト は KingGnu アド YOASOBI の 3 強 だ な ,0.7745
1362,NEUTRAL,0,体育 祭 でも 流れ ない か な ,0.7275
1363,NEUTRAL,0,あと 27万 回 ,0.7398
1364,POSITIVE,0,ぜんぶ うたえた の これ 😊 ,0.7742
1365,NEUTRAL,0,な んだ よ 再生 3 . 2億 って … ,0.5292
1366,NEUTRAL,0,10 月 も 聴く 人 ✋ ,0.6333
1367,NEUTRAL,0,🇰🇷 あっ ち 👉 ckwkwk ,0.8083
1368,NEUTRAL,0,2026 年 も 聞いて る 人 🖐🏻 ,0.8735
1369,POSITIVE,1,踊り が 好き ,0.9864
1370,NEUTRAL,1,もう すぐ 3 . 3億 🎉🎉 ,0.6275
1371,POSITIVE,1,いつの間にか 再生 回数 が 夜 に 駆ける も 怪物 も 超えて て 凄い ,0.9152
1372,NEUTRAL,0,あと 39万 回 ,0.7734
1373,POSITIVE,0,昨日 運動 会 だった んです 一部 の 競技 に この 歌 が フル バージョン で 流れ ました 高 評価 お 願い し ます ↓ ↓ ↓ ,0.9762
1374,POSITIVE,1,いくら リリース した の が 5 ヶ月 前 と は いえ 3億 超え は 凄い 🎉 ,0.7691
1375,NEUTRAL,1,五 ヶ月 で 3億 って スゴ すぎ で は … YOASOBI で 一番 再生 回数 も 多い し ,0.7497
1376,POSITIVE,1,J - pop 史 上 最強で 最高の 曲 ,0.9003
1377,NEGATIVE,0,ナタラタマ な ひちら やわな たら まわ や なた さた やわ ,0.3869
1378,POSITIVE,1,この 曲 は j - pop の 王者 これ だけ は 絶対 に 変わら ない ,0.9347
1379,NEUTRAL,0,アイドル 好きな 人 👇 ,0.6612
1380,NEGATIVE,1,勇者 の 再生 数 を 上回って いる んだ けど やはり 化物 だ ね ,0.6023
1381,NEUTRAL,-1,い … 1 位 じゃ なく なって る … だ と … ,0.5161
1382,NEUTRAL,0,さぁあ と 50万 だ ,0.4539
1383,POSITIVE,0,人 の 心 を 引き 付けて る すごい 歌 だ よ 2023 の レコード 大賞 間違い ない 23 / 10 /1 ,0.957
1384,POSITIVE,1,うまい です 🎉 ,0.9903
1385,NEUTRAL,0,私 の ホーム だ 😀 ,0.8105
1386,POSITIVE,1,定期 的に 聴き に 来て しまう ほど 狂 おしい ほど 愛して る ❤ ,0.9842
1387,NEUTRAL,0,さぁあ と 61万 だ ,0.4737
1388,NEUTRAL,0,アイドル ,0.8733
1389,POSITIVE,1,かわいい かわいい ,0.9829
1390,NEUTRAL,0,ナイナイ 岡村 さん 猛 勉強 中 w ,0.6962
1391,NEUTRAL,-1,こんな 幼稚園 の 行進 曲 みたいな の が 日本 の トップ 再生 数 って w 終わって る ,0.8149
1392,POSITIVE,1,一 度 は 1 位 から 陥落 した と して も ここ から が すごい の が 星野 アイ な んだ よ きっと いや 必ず 1 位 に 返り咲く よ なん たって 完璧で 究極 の アイドル だ から ね ,0.977
1393,POSITIVE,1,人気 3 位 マヂ で 凄い よ ねー 3 位 お めで とう 🎉こ の 曲 🎉( 星野 アイ は 好きっす ) ,0.99
1394,POSITIVE,1,人気 曲 ランキング 3 位 おめでとう ございます w 🎉🎉 👌 ,0.9736
1395,POSITIVE,1,よい ,0.9881
1396,NEUTRAL,1,5 ヶ月 で 怪物 越して て 草 ,0.8878
1397,NEUTRAL,1,まだ 伸び しろ が ある ねこ の 曲 は ,0.6907
1398,POSITIVE,1,まじ で 神曲 ,0.9466
1399,NEUTRAL,0,さぁあ と 88万 だ ,0.5119
1400,POSITIVE,0,人気 1 位 の ミュージック ・ ビデオ に もう 一 回 あげよう ぜ みんな ,0.9283
1401,POSITIVE,1,Ayase さん とんでもない 曲 作り ました ね ,0.9665
1402,POSITIVE,0,これ いつ か lemon 抜き そうだ な ,0.5621
1403,POSITIVE,0,本日 の 再生 数 は 1109080 回 です 先週 の 今日 が 1090953 回 な ので 先週 比 は 101 .7 % で す 🎉 なん と 9 月 10 日 以来 20 日 ぶり の 110万 再生 を 達成 いたし ました 🎉す す ごい … 勇者 効果 が 存分に 発揮 さ れて ます ね ,0.9861
1404,POSITIVE,1,神曲 を 超える 神曲 超 神曲 ,0.958
1405,NEUTRAL,0,年 末 に 4億 いく ぐらい か な ,0.8481
1406,NEUTRAL,0,0 : 52 また 1 人 堕ちる ( チャチャ ) の チャチャ が すげー 好き クラップ 音 な の か ドラム な の か まさか の カスタネット な の か そんな 事 を 考え ながら 寝る 😴 ,0.8216
1407,POSITIVE,1,この 歌 好き すぎて 出勤 中 休憩 中 帰り道 寝る 前 で 毎日 4 回 は 聴いて る ,0.9836
1408,NEUTRAL,1,飽き ない 何 回 も 聴いて る ,0.5227
1409,NEUTRAL,0,勇者 と 行ったり 来たり で 忙しい わ 他 の も 聴いて る けど ね w ,0.8043
1410,NEUTRAL,1,ガチで 無敵の 笑顔 で メディア 荒らして て 草 ,0.7034
1411,NEGATIVE,0,コメント を 絶や …… して ない な よしよし ,0.8524
1412,POSITIVE,1,私 に とって は これ は 最高の アニメ で あり YOASOBI が 作った 音楽 は アニメ の ディテール と 音楽 の 両方 が 良い です ❤ ,0.9778
1413,NEUTRAL,0,さぁあ と 99万 だ ,0.4472
1414,POSITIVE,0,勇者 は どの くらい まで 伸びる のだろう か 祝福 まで いけたら いい 方 か な ,0.7956
1415,POSITIVE,0,3 . 29億 再生 おめでとう あと 100万 再生 で 3 . 3億 再生 だ ,0.788
1416,NEGATIVE,0,何だか んだ 言って 本日 も 100万 再生 近辺 が 終了 する ,0.8475
1417,POSITIVE,1,3億 回 再生 www 日本 国民 確定 全員 推して る だろ w ,0.6376
1418,NEGATIVE,0,アイ が 今後 生きた であろう 時間 は 70 年 70 年 は 約 22億 秒 アイ が 曲 の 中 で 愛して る と 言う の に かかる 時間 が 約 2 秒 つまり アイ は 6億5800万 秒 愛して る と 伝え られた が まだ 足り ない ,0.4635
1419,NEGATIVE,-1,○○ な 人 🙋‍ ♂ ️ コメント 多 すぎて ウザい あと 歌詞 頑張って 書いて る 人 も 申し訳ない が 鬱陶しい ,0.9883
1420,POSITIVE,0,アイドル に なり たい ❤ ❤ 🎉🎉 🎉😮 😮😮 😊😊 😊( 本 当 に ) ,0.8313
1421,NEUTRAL,1,映画 見て 帰って 風呂 入り ながら の アイドル は 格別だ なぁ 先週 も 同じ こと 言って る かも ,0.5055
1422,POSITIVE,0,邦楽 TOP 3 に 入る と 思って いる 人 ! ,0.8729
