level_0,index,textDisplay
2352,2352,降臨のフォントどっかで見たことあると思ったらVSスペゴジのポスターの降臨とそっくりだった
2353,2353,ださよーわみっともなって侮辱されました助けてください泣
2354,2354,隣に部屋の奴が夜中にこれずっと歌ってて眠れんから大家に相談した
2355,2355,只是歌词不好
2356,2356,ᗪ乇ᐯ︎卂爪卄乇ㄚ乇匚卂几乃ㄖᗪ尺ㄩ爪😅😊😊
2357,2357,一二三四御免なさいい🗣️🗣️🗣️💯💥🗣️🗣️🔥
2358,2358,9さいと救済を掛けてるのね
2359,2359,かわいい声と歌詞全体的に意味深くて良いです日本が本当に好きですとても公平です
2360,2360,酷
2361,2361,海外ロリコンの英語字幕はいつになりますか
2362,2362,クール
2363,2363,もうすぐ4000万……ヤバ
2364,2364,她很了不起
2365,2365,レクイMですういビームありがたすぎる
2366,2366,人気1位あどさんか…くそぉ
2367,2367,これがVtuber界で1☆番☆再☆数☆が☆多☆い☆
2368,2368,おぉー金ちゃんだー
2369,2369,もう少しで4000万
2370,2370,4000万再生おめでと伸び止まることないの本当にえぐいな一日一回聞くのが今は日課なのでもっと罵倒して下さい
2371,2371,なんか色とありがとうございます絶命
2372,2372,この世界にはどうしようもないお兄ちゃんお姉ちゃんが多すぎる(笑)
2373,2373,コレパチンコの台できないかな…😢
2374,2374,でも可愛いのにどうしてこんな姿になってしまったのでしょうか
2375,2375,なんだかんだロリうい気に入ってるよなういせんせwww
2376,2376,車で流したら他の人に本気で変えてって言われた
2377,2377,1億再生行ったらまじおもろい
2378,2378,救済→きゅうさい→9さいやったぜ☆
2379,2379,海外ニキに日本人は欲求不満て言われてて笑う追記4000万再生おめでとうございます㊗️
2380,2380,9歳の鎮魂歌ってこと
2381,2381,この曲が人気2位のミュージックに選ばれてるのやばいwwwww
2382,2382,だっさーよーわ見っともなーの所が好き
2383,2383,一ヶ月でこんなに凄い………世界からいっぱいお仲間がこれからもやって来るだろうな
2384,2384,"こんにちはこれを見ていますか🇯🇵1. 🇧🇷4いいねを押すたびに日本にポイントが追加されます,👇😔❤️"
2385,2385,これで10歳の僕の性癖とかんたらかんたらは破壊されました☆
2386,2386,家で小3の弟が歌っててちょっと怖くなった
2387,2387,ロリ粛清する曲なはずなのに私のようにこの曲でロリに目覚める者がいると思うと笑いが止まらねぇ
2388,2388,🐷ブヒィィィィィィィィィィ
2389,2389,泥水が鼻水って聞こえてどうしたらいいのか分からない今日この頃皆さま風邪などひかないようにお気をつけて下さいね
2390,2390,ティックトックの曲いいね👍
2391,2391,なあなたゆたわたなまあやたわなgtg
2392,2392,韓国のユーチューブショーツで有名で原曲を見に来ました本当に楽しくて不思議な音楽でした楽しみを分けてくれてありがとう! !
2393,2393,看了這部影片...我相信了..神是真的存在的..QAQ
2394,2394,千葉テレビ愛媛マラソンか似てちょ父は家でお買い物依存症は
2395,2395,誰かこれが4000万再生言ってる理由を説明してくれ
2396,2396,可愛いしこの曲神すぎる
2397,2397,これが小学三年生が見るっていう事が衝撃的過ぎる
2398,2398,アニメのオープニングかと思いました😅
2399,2399,Adoの唱から4日遅れで投稿現在4000万再生付近にてデッドヒート中両曲ともアニメーションPV歌ってみたより踊ってみた動画多数やはり良いライバル曲がいると盛り上がりますな
2400,2400,明日には4000万いくな
2401,2401,見た目はかわいいし曲にはテーマがあるが文脈が曖昧だ
2402,2402,V見てないけど生み出される曲たちは大好き
2403,2403,1:18何か毎回ここで風呂沸いたと思っちゃう
2404,2404,4000万行きそうなんえぐいww
2405,2405,この曲VTuberが歌ってたんだなんかのアニメの曲だと思ってたわ
2406,2406,将来お前なんかに好かれたくないこの言葉好き
2407,2407,すごすぎ……まさか4000万←打ち慣れない数字w再生いくとは思ってなかった3000万台で落ち着くと予想してた😅こりゃ5000万はいくのかもしれない……
2408,2408,日本は素晴らしい
2409,2409,ロリロリ神降臨
2410,2410,打ち込んでいる虚無(覚⚫︎剤🧊)
2411,2411,私はこの曲が大好きです
2412,2412,ビームのところいる
2413,2413,びっくりしましたああ私はロリが大好きですこの曲以上の完成度はない
2414,2414,トンカツ屋で上司と会話が途切れたタイミングで店内BGMでコレが流れて来ました必死に会話を繋ぎました
2415,2415,ロリコンが4000万人だって※日本は日常です
2416,2416,これが名探偵コナンのイントロだということに同意する人はいるだろうか
2417,2417,トップチクソング<3
2418,2418,"これは救済のレクイエムつまり""これは9歳のレクイエム""ってことか…!!気づくのが遅い"
2419,2419,最初の絵で持ってるの口枷かと思ってた
2420,2420,こんにちは初めましてアルゼンチンからのご挨拶です
2421,2421,これは発売されたばかりですがすでに有名になっています
2422,2422,幼なじみが絶対に負けないラブコメの人なんだよね
2423,2423,リズム好きやわ
2424,2424,最初のピアノちょっと魔界村入ってるよね
2425,2425,ノリがいい曲だとはいえ海外にまで広がるとは思わなかったなあ歌詞が歌詞だけになにはともあれういまま4000万間違いないだろうから4000万超えおめでとう
2426,2426,ダンス練習中です
2427,2427,時厨二病みたいなポーズするの好き笑
2428,2428,1ヶ月経ってもまだ人気ミュージック2位なのマジで凄すぎる
2429,2429,0:54お前がそれを言うか
2430,2430,このレクイエムが流行って嬉しいんだけどコメ欄にアンチとキッズが増えるのは悲しい
2431,2431,ジョジョ立ちとニコニコ動画のパクリ歌詞も酷いと感じました
2432,2432,この曲が記憶から離れない
2433,2433,うまい...(9さいと救済をかけている...)
2434,2434,みんなが学校で流行ってるのもわかる救済されました
2435,2435,9さいと救済かけてるのすごい
2436,2436,本当に素晴らしい曲で大好きです!
2437,2437,おもろいなんかみんながこれ聞きながら発電してるのを想像してしまうとなんかやった方がいいのかなってなる
2438,2438,歌詞きしのいのに声もきしょいとか終わりすぎてる
2439,2439,ほんとこの曲嫌い
2440,2440,最後の本っっ当に気持ち悪いの真面トーンさにすげぇ…と本当に思ってるのかも…と感じた私が彼女の配信と切り抜きをいくらか見てから改めてこの動画を見直したら最後どころか歌詞全体を通して通常運転なことに気づいた時の気持ちを述べよやっぱういままは最高だなに決まってんじゃねえか!!
2441,2441,うざすぎわろた
2442,2442,これをリビングの親がいるところで爆音で聞いてる我つよし
2443,2443,触ったら逮捕極Chu de点呼いちにーさんしー乱入IKKO背負い投げ
2444,2444,甚麼意思
2445,2445,あとちょっとで4000万再生?!
2446,2446,救済って9歳をかけてるんだね今気づいた
2447,2447,これは現代人におけるメッセージだな
2448,2448,曲:愛しい一方歌詞を学んだときの私:すでに天国にいる
2449,2449,すごい上から目線だな
2450,2450,もうすぐ4千万かーすごすぎる
2451,2451,この曲は本当に完璧です大好きです中毒性があります
2452,2452,那你要對我做什麼妻子冷靜下來還是想要更多愚蠢的
2453,2453,"しぐれういさんをショタ化させて""ショタ神レクイエム""とか出来ないかな…できたら面白そう"
2454,2454,これちょと苦手
2455,2455,VTuberはほぼほぼ見たことないしロリコンっていうわけでもない俺なのにこの曲にハマってしまってるただただ中毒性ヤバイ
2456,2456,これねましゃしゅむちゃんねるこのきょくのやってたよ
2457,2457,ついにこの歌の歌詞で友達が気づきました😊
2458,2458,すげぇ
2459,2459,2023年も見てる人いる
2460,2460,今年中に5000万再生狙えるのでは(-∀-)
2461,2461,唱に次いで日本のミュージック2位目指せ1位‼︎
2462,2462,歌詞どうした
2463,2463,決してロリコンではないけどお疲れ様ですの声が好きすぎる
2464,2464,サビのとこ一時停止して色んなポーズ拝むのたのしい
2465,2465,根据本发展和新型公开发人员
2466,2466,私はこの曲の歌詞が私が望むほどかわいくないことを知っていますしかし神ありがとう私はこの曲とクリップが大好きです私は毎日それを聞いています私はそれがとても好きです😭💗
2467,2467,いつの間にかもうすぐ4000万だ
2468,2468,世界は今日も平和やなー
2469,2469,今年の紅白で歌って欲しい
2470,2470,チャンネル登録者数この勢いだと娘抜かすぞw
2471,2471,めちゃいい曲…友達に救済って年齢の事助ける方って聞いたら年齢ともかけてんのかって気づいてなかったわw
2472,2472,很好聽但是歌詞💀
2473,2473,可愛いけど悪口だらけで草
2474,2474,初めてフルを聴きました
2475,2475,救済と9歳をかけてるの好き
2476,2476,ロリ神
2477,2477,早くカラオケ出てくれぇJOYSOUND来たーDAMも頼む
2478,2478,この曲口が悪いから嫌いなんだよまじてこれ人気らしいけど
2479,2479,紅白出れるんじゃね
2480,2480,まろんさんが作詞している時点で神曲である
2481,2481,登録者数が100万こえて140万になってるのやべぇよ😂
2482,2482,これが救済9歳のレクイエムか
2483,2483,全国の小学生に歌わそう
2484,2484,これ歌ってる人凄いな
2485,2485,ういちゃんー可愛いアﾞアﾞアﾞアﾞアﾞ
2486,2486,ちょっと悔しいかんじたよねこれはもしかしてういちゃんの魅力じゃない
2487,2487,ざぁーこキモキモうるさい黙ってもらっていいですか嫌いですかわいそだーさっよわっみっともなwの所イケボになって欲しい
2488,2488,2位
2489,2489,何だこのロリコンと海外ニキに溢れたコメ欄は
2490,2490,够欧巴
2491,2491,9歳でーす😂
2492,2492,この国もう終わり
2493,2493,助かる
2494,2494,自分で3941万回再生になったのが嬉しすぎてなく
2495,2495,歌詞はキモいけど曲調が気持ちいい
2496,2496,私はtik tokあまりにも人気dnvochkaからクリップを見に行ってきました😂
2497,2497,救済のレクイエムって9歳のレクイエムってことか上手く言えんけどそういう語呂合わせみたいなことしてるんやね
2498,2498,早めに4000万回再生おめでとうございます
2499,2499,登録者って1日一万増えてる
2500,2500,ういちゃんVS限界オタク
2501,2501,神
2502,2502,我们在天上的父亲😰
2503,2503,救済のレクイエム(9さいのレクイエム)ってこと…
2504,2504,如果你讀到這篇文章戀童癖者應該被砍
2505,2505,メスガキでもあるしロリでもあるのかなるほど
2506,2506,こっから1:10好きな人に見えてしまうwww
2507,2507,自分はロリコンじゃないと思ってたけどこの曲でときめいてしまったwヤバい最高すぎ毎日何回も聴いてる
2508,2508,クロちゃんに聴いてほしい
2509,2509,テスト中でも頭の中でずっとこの曲流れてるくらい中毒性ある
2510,2510,"你好,"
2511,2511,に倍速飛ぶぞ
2512,2512,住住最可爱的女孩最有可能是一个恐怖的魔鬼
2513,2513,まさか身内ネタがこんなになるとは誰も思わんよなw
2514,2514,1人目は怖い曲2人目はかわいい3人目は怖い4人目は天使5人目は漫画みたいです
2515,2515,おまわりさん俺です
2516,2516,まともじゃ無いならの手出してるところで抱きつきたくなる
2517,2517,1:02ここら辺が癖になるww
2518,2518,0:29あたりからだんだんイライラしてくる
2519,2519,このすばパロディ0:01ソーリー駄目駄目神降臨0:04知能なさすぎこの通り0:06これは演芸の神様です0:15せーの0:16触ったらビンタ0:17獄中にカズマ0:19いちにさんしだ女神やーい0:22ごめんなさいなんて聞こえなーいえぇー言ってない0:25粛清だ女神レクイエム♪0:29これからはこの世界いたくないしっ誰か引き継いでくれ
2520,2520,豚ばコミニケーション
2521,2521,誰かこの曲の罵倒パートの耐久動画作ってください2:03 2:03 2:03
2522,2522,この曲好きな人🙋‍♀️
2524,2524,この曲がとても大好きです!!
2525,2525,くwブエナカンシオン絵sべっぃ島ァ絵s口ょぢああぢあ
2526,2526,歌詞を考えました
2527,2527,3000万再生だと…
2528,2528,今見てるのが子供なんですけど
2529,2529,すごい
2530,2530,この曲で俺の性癖は狂ってしまった
2531,2531,最後の声ツユさんに似てない
2532,2532,4000万いったらどないんすんねん
2533,2533,せーのっ(続けてー!!)
2534,2534,I can't stop watching this video😂This is my favorite!しぐれうい好きです
2535,2535,この曲が世に出てからエロ漫画が増えた
2536,2536,日清よし早速コラボCM交渉しよか
2537,2537,誰かが私を誘拐するのではないかと心配です
2538,2538,俺レクイエム好きやからこの曲好きやわ
2539,2539,どのようなFPSを使用していますか
2540,2540,ロリダンシングイエイ!
2541,2541,你好
2542,2542,あもしかして救済のレクイエムと9歳のレクイエム掛けてる遅い
2543,2543,極chu♡と獄中掛けてるの好き
2544,2544,快把我抓进监狱😍
2545,2545,4000万再生おめでとうございます
2546,2546,🎉🎉ゆ
2547,2547,ういママは好きだしこの曲も大好きなんだけどshortとかティックトックとかで小学生が見ちゃって心が汚染されて言ってると思うと見せてる親もこのご時世にも反吐が出る
2548,2548,わたし10歳なんですけどーᵔᢦᵔ
2549,2549,あ救済のレクイエムが9歳のレクイエムに聞こえる…
2550,2550,2:21あれ?汚物消毒って110番でできるっけ?
2551,2551,救済(9さい)のレクイエム
2552,2552,これ1億再生あるかも
2553,2553,もう四千万いくやんけ……ここまで流行るとは
2554,2554,こんにちは
2555,2555,なんかよくショートで聞くから見に来てみた
2556,2556,今思った9歳がどうやってこんな難しいものを踊っているのだろうか
2557,2557,この神曲を作詞したイオシスも神だな…
2558,2558,やっぱまろんさん良い
2559,2559,この曲この曲流行ってたくさんの人に聞かれてて嬉しいーって気持ちより流行っちゃったか…社会に見つけられちゃったか…って気持ちの方が正直大きい
2560,2560,かわいい❤❤❤❤
2561,2561,悪口言うのは良くないよ
2562,2562,もっと曲作ってください😖🙏
2563,2563,羽田羽田
2564,2564,ごめんなさい聞こえとるやん
2565,2565,作詞しました救済されました🙏
2566,2566,1:42彼女のダンスは大好きですが怖いです😢
2567,2567,何回も聞いて気がついたんだけど救済9歳か天才かおい
2568,2568,要40M了
2569,2569,学校で流してはいけない曲になりそうな感じやなぁ…アンチじゃないよ
2570,2570,まだ止まらねぇ笑進撃のういちゃん←
2571,2571,本当に気持ちがいい
2572,2572,声がかわいすぎて我慢できない
2573,2573,この曲はいろいろな言語に翻訳すると非常にひどいので好きではありません
2574,2574,泥水で口を洗え👄w
2575,2575,是因为他很厉害呀是因为自己喜欢💕……
2576,2576,惨送么哦呢特里了么他会i死i㕶鞥历史皮料汁i哇塞㕶他头可弄完他会i死送
2577,2577,ホトトギスを前にした四人の武将織田信長・豊臣秀吉・徳永家康・しぐれうい(9さい)は個のやり方で鳴かせようとしたがしぐれうい(9さい)は鳴かぬなら鳴くまで撃とうういビームと言い放ちういビームで粛清したこのういビームが愛の具現化した姿だと知ったホトトギスは大粒の涙を流し鳴いた
2578,2578,2:15ここの韻と罵倒が気持ち良くて鬼リピ
2579,2579,なんだろうさっき見たんだけど歌詞がちょっと変だAnd I'm English
2580,2580,1:35さらっと公開処刑宣言してて草
2581,2581,さあそれでhをしてください
2582,2582,AT 1:11 SHE DID THE DK POSE IN MARIO KART1:11で彼女はマリオカートでDKポーズをしました
2583,2583,刺さる人には心にナイフささりまくりwwww
2584,2584,因為這不是動漫所以它應該是動漫我喜歡這首歌❤️
2585,2585,因為這不是動漫所以它應該是動漫我喜歡這首歌❤️
2586,2586,中毒性のある素晴らしい曲ですね◜ω◝ニチャア
2587,2587,しぐれういのことをこんなに大勢に知ってもらえて嬉しい
2588,2588,ういちゃんういちゃんかわいいよ
2589,2589,3900万🎉
2590,2590,何で北欧のYouTubeチャートでランキング入ってるの
2591,2591,楽園で寝たら出禁になるんじゃないか
2592,2592,Que lo traduscamos dice翻訳者の言うこと
2593,2593,この雰囲気が大好きですルーマニアからの敬意
2594,2594,この毒舌とテンポが癖になる
2595,2595,あげゆは堪らん🤤ういビームください
2596,2596,ここまで来たら1位にしたい
2597,2597,音楽の内容はわかりませんが私の耳は音楽が大好きです<3
2598,2598,別に愛でたいものなんて人それぞれだし否定はしないけど間違ってもバズった世間が肯定したとは思わないで欲しい
2599,2599,もうすぐ4000万再生いきそうだな
2600,2600,この曲が海外でも人気なのが意味わからん支持すんなよだるい
2601,2601,こんにちはあなたの歌が大好きでしたあなたのファンですこの曲が大好きだったのでこれからもあなたのファンですありがとう
2602,2602,ごめんなさいそんなつもりはなかったのですがあなたに触れたからといって逮捕されるのは嫌ですハハハハ🤣
2603,2603,フォロワーが嫌いですか🥺💔
2605,2605,さっすが日本イイね
2606,2606,ういちゃんはカワイイねェ借金200万
2607,2607,でんじろうmadから来ました
2608,2608,我会说英语但是中国人可以将这首歌的标题翻译成英文这样我就可以找到这首歌的英文标题
2609,2609,○○刀地ロリロリローリロリ
2610,2610,かあさやあ!
2611,2611,0:36エリナ...
2612,2612,音楽が大好きだったのでアニメだったらとても良かったですか
2613,2613,この曲の翻訳は気にしないでください💀
2614,2614,海外ニキ達が歌詞翻訳して意味がわかってガクブルしてるの草😂
2615,2615,1:31ここから先聞いたことない人多そう
2616,2616,"10/21現在3,880万再生下手したら10月中に4,000万再生も射程圏に捉えたロリ神だがそれ以上に地味に驚きなのはういママの登録者数141万という数字ついこの前100万人登録記念配信をしたばかりなのにこの伸びは個人勢としては異次元規格外レベルロリ神に引っ張られ日本初の個人勢200万人突破はあるのか今後のういママの動向に目が離せない"
2617,2617,これか海外の1部で流行ってる動画は
2618,2618,これはとてもクールです
2619,2619,いやー救済と9歳を掛けているとはやりますねぇ
2620,2620,この曲だけで登録者40万人も増やしたのはエグい
2621,2621,四谷大塚不祥事再発防止対策曲
2622,2622,そんなはずは無いのに粛清されたはずのこの曲でロリに目覚めそうで自首しようかな…😦🥰
2623,2623,いんどねしあんヴぇrしおn
2624,2624,一日一ういビーム9歳ファンサういビームもおすすめ
2625,2625,なんかの手違いでみんなのうたで流れて欲しい
2626,2626,学校で流したら歓声が湧き上がると共に教師からロリコン扱いされました
2627,2627,多分ロリコンじゃなくても10リピは出来る
2628,2628,好きでロリコンやってんじゃねぇでもすきや
2629,2629,私はこの曲が大好きですダニス・TT・ダンスの中にあります!!
2630,2630,本当は言いたくないけどなんか不快になるわこの曲は小学生が言ってはいけないようなものばっかり言ってて面白くない不快
2631,2631,次に流行るアーティストはこれです異論は認めます
2632,2632,これは教育に悪いw
2633,2633,クソ曲
2634,2634,なんかたのしそーですね(*´ω`*)
2635,2635,踊りに楽天ポイントみを感じる
2636,2636,ぼにと❤あっまっ
2637,2637,もう1ヶ月以上経つのに現在進行形で伸びてるの凄いな流石HENTAIの国とそれに感化された海外ニキ
2638,2638,それは私が聞いた中で最高の曲です❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤
2639,2639,アニメーションが素晴らしい…てんこーのEDを観たあとのような気持ちよさ
2640,2640,なぜこの曲はそんなに悪くなければならないのですかそれは文字通り素晴らしいです
2641,2641,ういビーム撃ちまくるところ好きすぎる
2642,2642,この曲のテンポにハマって母親の前で流してたんだけどもしかしてヤバい系なの
2643,2643,すげー
2644,2644,やっぱりマンボウのお姉さんだよねここまで絵柄ポケモンに寄せられるの凄いなぁ…既視感ある気するけど…って気づかなかった曲もポケミクの中で1番好きこの動画に関わってる人みんなポケモン好きなんだろうな
2645,2645,ういビームって目から出るんだ👀️️️️
2646,2646,ロリコンって訳じゃないが嘲笑してる顔はとても良いと思う
2647,2647,イオシスの人が作ってるからかめっちゃ東方曲みを感じる
2648,2648,冨樫義博(休載)ってやつ好き
2649,2649,だいすこです
2650,2650,今全てにおいてadoの唄とバチバチにいい勝負してて草
2651,2651,ういちゃんういちゃんかわいぃよーのところやばいだろ😂
2652,2652,"""粛聖""って言葉好き"
2653,2653,インターネット上にはキモい人がたくさんいるぅ
2654,2654,どうでもいいけど小学生の頃帰り道にうわ最悪ドロ踏んだって言ったら友達がえ何ロリコン踏んだって聞き返してきたミラクル難聴を思い出した
2655,2655,最近救済と9歳かけてるのに気づいた
2656,2656,ういビームオーバーキル
2657,2657,唱に並ぶ...だと
2658,2658,マジでオタク文化と縁遠いおれもめっちゃ好きだけど誰も周りに理解してくれる系の友達いなくて一人聞いてる😢
2659,2659,9歳だった時こんなんだったん
2660,2660,新しい順にしたやつ正直に手を挙げなさい🙋
2661,2661,シンプルに好き
2662,2662,鐘をならせばこの通りぃいぃこ・れ・は・救済するぞ救済するぞ救済するぞ帰依するぞ帰依するぞ帰依するぞ救済は成功する
2663,2663,松尾からきたんですけどこんなに流行ってるんだ笑
2664,2664,2023年も聞いてる人いる
2665,2665,カワイイ
2666,2666,純粋無垢な子供たちよロリコンとは小さい女の子のことが好きなおぢさんたちのことだよ()
2667,2667,ざぁーこきもきも全て助かってて草
2668,2668,字幕のういちゃん表示好き
2669,2669,2:28海よ私は帰ってきた
2670,2670,画面越しに触ってしまったので逮捕されました()
2671,2671,1番最後の本当に気持ち悪いを聞きに来てるまである
2672,2672,粛清めっちゃソ連的
2673,2673,残念だったな俺はショタコンだ
2674,2674,文化祭で流れて笑った🤣0:130:27
2675,2675,ごめんなさいが聞こえないならごめんなさいが聞こえないと言わなくね
2676,2676,みなしゃーんが何か
2677,2677,ういビーム食らってる声の収録見てみたい
2678,2678,大人の玩具に見えた
2680,2680,救済(9歳)のレクイエムってか今更気付いた
2681,2681,救済を9歳にも読み取れるのスコ()
2682,2682,この曲何回聞いても飽きないんだこの曲くには薬物的なアゾン力があるなマジで何回でも聞けるんだが
2683,2683,なんでここまでクセの強い電波ソングにしようとしたのか裏話が聞きたい
2684,2684,ポリコレ勢はどんな反応するんだろ🤔
2685,2685,こーれーはヤバいわこれでしか得られない栄養詰め込みパックすぎるぅぅぅ( ´ཫ` )
2686,2686,いやいつの間にか再生されすぎてて草世の中にはこんなにロリに粛清されたいやつが蔓延っているんですね...
2687,2687,ういビームに耐性がついた悪い大人たちに分からされるういママを見たい
2688,2688,2:28ここかわいい
2689,2689,今日も日本は平和です
2690,2690,明日1次試験受験なのでこの曲を聴いて寝ることで気合いを入れたいと思いますいくぜういまま世界中のロリコン俺に力を💪
2691,2691,これ元動画
2692,2692,救済のレクイエムって九歳とかけてる
2693,2693,9さいってか(救済)
2694,2694,まともじゃないならとピリオドをどうぞのところの動き好きすぎる
2695,2695,いてこますぞの方先に聞いたからコレ聞いても全身真っ白の巨漢しか思い浮かばなくなった
2696,2696,再生回数えぐいってことは音楽を聴きまくってるイメージの陽キャが聴くのかと思った内容的に推しの子のアイドルに関しても言えるけど隠キャが好きそうな内容の曲であるのになぜこんなに再生数がってなる推しの子はオタクが見るんでしょうと言ってくる陽の人多かったけどじゃあアイドルの曲は聞いてなかったのって疑問感じた
2697,2697,あなる
2698,2698,救済のレクイエムと9歳のレクイエム掛け合わせてるの好き
2699,2699,とにかく可愛い😊❤
2700,2700,こういう曲って女子も聞くの
2701,2701,ちょっと怖い
2702,2702,自分が鬱で不安なときはういビームをやってなめらかなダンスを歌って躁鬱らしく生きる
2703,2703,晒してくれよ
2704,2704,今日給食の時間に流れました!ワイワイしてたクラスが静まり返って面白かったです!
2705,2705,最初は歌詞が辛辣すぎてちょっと傷付いたけどだんだん喜びと幸せを感じるようになってきたありがたい
2706,2706,ショタコンver出ないかな
2707,2707,再生数と共に登録者がwwwwドンドン増えてる
2708,2708,身内ノリは分からないけどういちゃん好きになった
2709,2709,9歳と救済をかけてるのいい
2710,2710,1:02ココ好き
2711,2711,余裕で5000万いくやつで草
2712,2712,声が甘いほど翻訳は怖くなる: 3
2713,2713,しぐれうい
2714,2714,にたなたなたなたなた
2715,2715,これ学校で流れたww
2716,2716,救済のレクイエムであり9才のレクイエムでもあるのかなるほど
2717,2717,インターネットサバイバーを作った神がこんないい曲を作ったのか…天才だ
2718,2718,9歳私と同じだ
2719,2719,コメ欄にMの人いそうSはいなそうw
2720,2720,ロブロックスでこのダンス作って欲しい
2721,2721,あんなに歌うのもロリも嫌がってたうい先生がここまで育つとは・・・
2722,2722,この勢いだと世界中のロリコンが救済される時も近いですね🥰
2723,2723,after hearing the flac this is my rate8/10+4 to Ui Mama cute voice+4 to Music-2 Background Voice (気持ち悪い)
2724,2724,けんもちしか頭に浮かばないwww
2726,2726,結局他人をたぶらかしているのは貴方なので逮捕されるべきですういビーム(well-being)は助かりますけど
2727,2727,マツオノアニメ見てもう1回来たけどやっぱり松尾頭のネジが飛んでる
2728,2728,やはり9さいは最高だぜ😂
2729,2729,この曲は何について歌っているのか教えていただけますか私はただの外国人なので彼女が何を歌っているのか分かりません
2730,2730,で何歳なんや
2731,2731,ジャパンえせ😐😐😐😐😐
2732,2732,せァまtパぎせ無あんや悪あかんけmばぃー
2733,2733,せぁまtぱぎ
2734,2734,さ辞めんうィセl言えいkにゃ
2735,2735,作詞をしました救済されました🙏
2736,2736,🇯🇵(クールだし彼はとても面白いよ😍😍)🇮🇩(Ini keren dan dia sangat lucu)🇬🇧🇺🇸🇦🇺(This is so cool and she very-very cute😍😍)🇲🇾(Ia sangat keren dan dia sangat kelakar😍😍)
2737,2737,超😊😊😊
2738,2738,英語の歌詞は恐ろしく正確です
2739,2739,9歳なのかあんた
2740,2740,この音楽が大好きですこれからも頑張ってください
2741,2741,カラオケでは歌えない曲()
2742,2742,曲はもちろん最高だがロリういというコンテンツ自体が神なのだ
2743,2743,ビームはやばいだろう
2744,2744,惡悶悶誒幹那個所以吃哦結果忙昂茲誒觀光客持此鋼內誒施恩腌呢❤
2745,2745,中毒性がヤバすぎる
2746,2746,気分を害された場合は申し訳ありません
2747,2747,お嬢ちゃん大丈夫両親がお酒をくれたあなたが私に答えてくれることを願っていますそしてもし彼らがあなたにそれを与えなかったなら心理学者に行ってくださいそれはあなたを傷つけることはないと私は約束します
2748,2748,ロリ神ついに森カリオペ失礼しますがRIP♡を再生回数で上回りVTuberのキャラクターソングとして頂点にここから上はもう所謂バーチャルシンガーしかいませんロリ神が死神を超越しました死神の心境は……と思いきやすでにSmol Calliがノリノリで踊っていますこのショートオチも含めて割と好き
2749,2749,これは5000万再生いく確信
2750,2750,まじで好きすぎる
2751,2751,ザーコっていってるけど…その顔このみじゃないんで😅あなたのほうが…よっぽどキモいこれがすてきなお兄ちゃんからのお·し·お·きわたし…サイコパスな·の·で🙂
2752,2752,この曲が4000万近く再生される今の時代になにか問題がありそう
2753,2753,2ヶ月もしないで4000万再生目前だと....これはいつか一億再生いくね
2754,2754,ああまさかああああああああ
2755,2755,かめはめウイビーム
2756,2756,まろんさんのリリックって本当に言葉遊びがいっぱいあって面白くて好き
2757,2757,帶動
2758,2758,真実を言うと私は中南米出身でこの曲には10/10の評価を付けています
2759,2759,は
2760,2760,LOLI REQUIEM (⁠☞ﾟ⁠ヮﾟ⁠)⁠☞
2761,2761,8歳と9歳と10歳の時と12歳と13歳の時も僕はずっと……待ってた
2762,2762,10月20日Vtuber界オリ曲再生回数ランキング第1位を達成しました
2763,2763,😵とても良い曲ですがこれがロリヴァース撲滅の鍵でもあります
2764,2764,0:07この救済って国が認めてますか
2765,2765,これティックトックでターボ歩美って呼ばれてるw
2766,2766,闕琳達罐頭❤
2767,2767,なんかこのまま1億再生いっちゃいそうな勢い笑
2768,2768,この曲うざい🖕
2769,2769,可愛すぎ
2770,2770,この歌がほぼロリコンで聞かれてる事に興奮する
2771,2771,この界隈にお姉ちゃんも存在していたとは新たな知見を得て世界が広がった気分です勉強をさせていただきありがとうございました
2772,2772,これからロリ神になってもいいかな•́ω•̀)?
2773,2773,浄化したら何か無になるって感じで何か甘くないもっとういびーむだいたい100発ぐらい打てば
2774,2774,はじめまして松尾ですから来ました
2775,2775,エヘヘフセインありがとう
2776,2776,そういう子ちゃすお願い
2777,2777,この後この人たちがやめてくれるといいのですが彼らがしたことまたはしたことはひどいものです
2778,2778,ほかの楽曲はテレビとかで紹介されたものなのに自力で2位行くのすごすぎるw
2779,2779,お疲れ様でした(o^^o)
2780,2780,素晴らしい兄弟あなたは天才です
2781,2781,もう1箇所の部分もショート出してwww
2782,2782,おにいちゃん
2783,2783,3812万回再生おめでとうございます
2784,2784,超級可悲
2785,2785,ごめんなさい😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭
2786,2786,助かるーゥ
2787,2787,小学校で流れるかな
2788,2788,これ小学校の運動会のダンスにしたらみんな救済されるのでは
2789,2789,曲も良いけどサビのアニメーションかわいすぎてやばい
2790,2790,なんて暗い歌なんだろう
2791,2791,この曲は正規品です
2792,2792,ロリ最高
2793,2793,luckyロリロリ神降臨(続いてくれ)
2794,2794,マ◯トへの救済曲です
